Feature
120,ENSMUSG00000028813
121,ENSMUSG00000114483
122,ENSMUSG00000103711
123,ENSMUSG00000097123
124,ENSMUSG00000112352
125,ENSMUSG00000023903
126,ENSMUSG00000097033
127,ENSMUSG00000030780
128,ENSMUSG00000098128
129,ENSMUSG00000114200
130,ENSMUSG00000093445
131,ENSMUSG00000050592
132,ENSMUSG00000030592
133,ENSMUSG00000041343
134,ENSMUSG00000071679
135,ENSMUSG00000100764
136,ENSMUSG00000098434
137,ENSMUSG00000084806
138,ENSMUSG00000047390
139,ENSMUSG00000116551
140,ENSMUSG00000074179
141,ENSMUSG00000018907
142,ENSMUSG00000004988
143,ENSMUSG00000087082
144,ENSMUSG00000040287
145,ENSMUSG00000074735
146,ENSMUSG00000084974
147,ENSMUSG00000074625
148,ENSMUSG00000034224
149,ENSMUSG00000034282
150,ENSMUSG00000073209
151,ENSMUSG00000029314
152,ENSMUSG00000040828
153,ENSMUSG00000047986
154,ENSMUSG00000029032
155,ENSMUSG00000068008
156,ENSMUSG00000021416
157,ENSMUSG00000024007
158,ENSMUSG00000035930
159,ENSMUSG00000085655
160,ENSMUSG00000004561
161,ENSMUSG00000004500
162,ENSMUSG00000085980
163,ENSMUSG00000050440
164,ENSMUSG00000026621
165,ENSMUSG00000054061
166,ENSMUSG00000026417
167,ENSMUSG00000111020
168,ENSMUSG00000074336
169,ENSMUSG00000084880
170,ENSMUSG00000097654
171,ENSMUSG00000116772
172,ENSMUSG00000040632
173,ENSMUSG00000048827
174,ENSMUSG00000052563
175,ENSMUSG00000063232
176,ENSMUSG00000097805
177,ENSMUSG00000022435
178,ENSMUSG00000024215
179,ENSMUSG00000041301
180,ENSMUSG00000000561
181,ENSMUSG00000104736
182,ENSMUSG00000050824
183,ENSMUSG00000010110
184,ENSMUSG00000034185
185,ENSMUSG00000102564
186,ENSMUSG00000085925
187,ENSMUSG00000110673
188,ENSMUSG00000013155
189,ENSMUSG00000044724
190,ENSMUSG00000067780
191,ENSMUSG00000114210
192,ENSMUSG00000085755
193,ENSMUSG00000093514
194,ENSMUSG00000029847
195,ENSMUSG00000020672
196,ENSMUSG00000107230
197,ENSMUSG00000032105
198,ENSMUSG00000024124
199,ENSMUSG00000085950
200,ENSMUSG00000087341
201,ENSMUSG00000078899
202,ENSMUSG00000054383
203,ENSMUSG00000058741
204,ENSMUSG00000051397
205,ENSMUSG00000113892
206,ENSMUSG00000097305
207,ENSMUSG00000112246
208,ENSMUSG00000042474
209,ENSMUSG00000094018
210,ENSMUSG00000090069
211,ENSMUSG00000092349
212,ENSMUSG00000028174
213,ENSMUSG00000074847
214,ENSMUSG00000026694
215,ENSMUSG00000050087
216,ENSMUSG00000050147
217,ENSMUSG00000113495
218,ENSMUSG00000020469
219,ENSMUSG00000027194
220,ENSMUSG00000073795
221,ENSMUSG00000048015
222,ENSMUSG00000067424
223,ENSMUSG00000015812
224,ENSMUSG00000090015
225,ENSMUSG00000116665
226,ENSMUSG00000091329
227,ENSMUSG00000028553
228,ENSMUSG00000111521
229,ENSMUSG00000030775
230,ENSMUSG00000097000
231,ENSMUSG00000025208
232,ENSMUSG00000019278
233,ENSMUSG00000006711
234,ENSMUSG00000095681
235,ENSMUSG00000095276
236,ENSMUSG00000021922
237,ENSMUSG00000070690
238,ENSMUSG00000093910
239,ENSMUSG00000013158
240,ENSMUSG00000103114
241,ENSMUSG00000029337
242,ENSMUSG00000104507
243,ENSMUSG00000114369
244,ENSMUSG00000097301
245,ENSMUSG00000029283
246,ENSMUSG00000057729
247,ENSMUSG00000037366
248,ENSMUSG00000097152
249,ENSMUSG00000072258
250,ENSMUSG00000073018
251,ENSMUSG00000020673
252,ENSMUSG00000090207
253,ENSMUSG00000111144
254,ENSMUSG00000115432
255,ENSMUSG00000008167
256,ENSMUSG00000070870
257,ENSMUSG00000000811
258,ENSMUSG00000062861
259,ENSMUSG00000116657
260,ENSMUSG00000041130
261,ENSMUSG00000073774
262,ENSMUSG00000052014
263,ENSMUSG00000046056
264,ENSMUSG00000107317
265,ENSMUSG00000025188
266,ENSMUSG00000036826
267,ENSMUSG00000024209
268,ENSMUSG00000109588
269,ENSMUSG00000085763
270,ENSMUSG00000102862
271,ENSMUSG00000034206
272,ENSMUSG00000045411
273,ENSMUSG00000097676
274,ENSMUSG00000044364
275,ENSMUSG00000109293
276,ENSMUSG00000027313
277,ENSMUSG00000030911
278,ENSMUSG00000015533
279,ENSMUSG00000063129
280,ENSMUSG00000020234
281,ENSMUSG00000027810
282,ENSMUSG00000021255
283,ENSMUSG00000037251
284,ENSMUSG00000079834
285,ENSMUSG00000044792
286,ENSMUSG00000006276
287,ENSMUSG00000073207
288,ENSMUSG00000085289
289,ENSMUSG00000097166
290,ENSMUSG00000030752
291,ENSMUSG00000021483
292,ENSMUSG00000025420
293,ENSMUSG00000043284
294,ENSMUSG00000040046
295,ENSMUSG00000086732
296,ENSMUSG00000097479
297,ENSMUSG00000111094
298,ENSMUSG00000116493
299,ENSMUSG00000020323
300,ENSMUSG00000100000
301,ENSMUSG00000087452
302,ENSMUSG00000022434
303,ENSMUSG00000087187
304,ENSMUSG00000037583
305,ENSMUSG00000051557
306,ENSMUSG00000078653
307,ENSMUSG00000002781
308,ENSMUSG00000048550
309,ENSMUSG00000031230
310,ENSMUSG00000030543
311,ENSMUSG00000073154
312,ENSMUSG00000097554
313,ENSMUSG00000020286
314,ENSMUSG00000102531
315,ENSMUSG00000040489
316,ENSMUSG00000024107
317,ENSMUSG00000079428
318,ENSMUSG00000045027
319,ENSMUSG00000025515
320,ENSMUSG00000071359
321,ENSMUSG00000097515
322,ENSMUSG00000085639
323,ENSMUSG00000044017
324,ENSMUSG00000021640
325,ENSMUSG00000104178
326,ENSMUSG00000054083
327,ENSMUSG00000034889
328,ENSMUSG00000097548
329,ENSMUSG00000021958
330,ENSMUSG00000029423
331,ENSMUSG00000027865
332,ENSMUSG00000034762
333,ENSMUSG00000045822
334,ENSMUSG00000020812
335,ENSMUSG00000116652
336,ENSMUSG00000078768
337,ENSMUSG00000074282
338,ENSMUSG00000068860
339,ENSMUSG00000045662
340,ENSMUSG00000031823
341,ENSMUSG00000042787
342,ENSMUSG00000018848
343,ENSMUSG00000024414
344,ENSMUSG00000053094
345,ENSMUSG00000109632
346,ENSMUSG00000108435
347,ENSMUSG00000002633
348,ENSMUSG00000041679
349,ENSMUSG00000115961
350,ENSMUSG00000086814
351,ENSMUSG00000025626
352,ENSMUSG00000024773
353,ENSMUSG00000052415
354,ENSMUSG00000048755
355,ENSMUSG00000115257
356,ENSMUSG00000072647
357,ENSMUSG00000097817
358,ENSMUSG00000058246
359,ENSMUSG00000086693
360,ENSMUSG00000113299
361,ENSMUSG00000040693
362,ENSMUSG00000037868
363,ENSMUSG00000020325
364,ENSMUSG00000033294
365,ENSMUSG00000100552
366,ENSMUSG00000099869
367,ENSMUSG00000029379
368,ENSMUSG00000037531
369,ENSMUSG00000056418
370,ENSMUSG00000020876
371,ENSMUSG00000038828
372,ENSMUSG00000039070
373,ENSMUSG00000102774
374,ENSMUSG00000089996
375,ENSMUSG00000022948
376,ENSMUSG00000097468
377,ENSMUSG00000031434
378,ENSMUSG00000072845
379,ENSMUSG00000022362
380,ENSMUSG00000038102
381,ENSMUSG00000087196
382,ENSMUSG00000047531
383,ENSMUSG00000107090
384,ENSMUSG00000037913
385,ENSMUSG00000049036
386,ENSMUSG00000004815
387,ENSMUSG00000049971
388,ENSMUSG00000072955
389,ENSMUSG00000060621
390,ENSMUSG00000095407
391,ENSMUSG00000015962
392,ENSMUSG00000046110
393,ENSMUSG00000020131
394,ENSMUSG00000015016
395,ENSMUSG00000046717
396,ENSMUSG00000086159
397,ENSMUSG00000029179
398,ENSMUSG00000032500
399,ENSMUSG00000097208
400,ENSMUSG00000085767
401,ENSMUSG00000023027
402,ENSMUSG00000020364
403,ENSMUSG00000036492
404,ENSMUSG00000099472
405,ENSMUSG00000062590
406,ENSMUSG00000022442
407,ENSMUSG00000072915
408,ENSMUSG00000114680
409,ENSMUSG00000103181
410,ENSMUSG00000005774
411,ENSMUSG00000038425
412,ENSMUSG00000085278
413,ENSMUSG00000025014
414,ENSMUSG00000070583
415,ENSMUSG00000022768
416,ENSMUSG00000037995
417,ENSMUSG00000019853
418,ENSMUSG00000048905
419,ENSMUSG00000087164
420,ENSMUSG00000097259
421,ENSMUSG00000070305
422,ENSMUSG00000029452
423,ENSMUSG00000093979
424,ENSMUSG00000035769
425,ENSMUSG00000034263
426,ENSMUSG00000040340
427,ENSMUSG00000085348
428,ENSMUSG00000031519
429,ENSMUSG00000116895
430,ENSMUSG00000024563
431,ENSMUSG00000037784
432,ENSMUSG00000034066
433,ENSMUSG00000044770
434,ENSMUSG00000097784
435,ENSMUSG00000038046
436,ENSMUSG00000074340
437,ENSMUSG00000102416
438,ENSMUSG00000109829
439,ENSMUSG00000057836
440,ENSMUSG00000028948
441,ENSMUSG00000027088
442,ENSMUSG00000087408
443,ENSMUSG00000035429
444,ENSMUSG00000023984
445,ENSMUSG00000089824
446,ENSMUSG00000006313
447,ENSMUSG00000085436
448,ENSMUSG00000046711
449,ENSMUSG00000025172
450,ENSMUSG00000031312
451,ENSMUSG00000039683
452,ENSMUSG00000046168
453,ENSMUSG00000030036
454,ENSMUSG00000110980
455,ENSMUSG00000046750
456,ENSMUSG00000032295
457,ENSMUSG00000021311
458,ENSMUSG00000032274
459,ENSMUSG00000037890
460,ENSMUSG00000097239
461,ENSMUSG00000028300
462,ENSMUSG00000107355
463,ENSMUSG00000051486
464,ENSMUSG00000038569
465,ENSMUSG00000036196
466,ENSMUSG00000109111
467,ENSMUSG00000043789
468,ENSMUSG00000102018
469,ENSMUSG00000040600
470,ENSMUSG00000045968
471,ENSMUSG00000035580
472,ENSMUSG00000010392
473,ENSMUSG00000030380
474,ENSMUSG00000114689
475,ENSMUSG00000114436
476,ENSMUSG00000045052
477,ENSMUSG00000085054
478,ENSMUSG00000049287
479,ENSMUSG00000049904
480,ENSMUSG00000005069
481,ENSMUSG00000115750
482,ENSMUSG00000020907
483,ENSMUSG00000032308
484,ENSMUSG00000040424
485,ENSMUSG00000025724
486,ENSMUSG00000097814
487,ENSMUSG00000085526
488,ENSMUSG00000040269
489,ENSMUSG00000029146
490,ENSMUSG00000036816
491,ENSMUSG00000050195
492,ENSMUSG00000035007
493,ENSMUSG00000045282
494,ENSMUSG00000031774
495,ENSMUSG00000009246
496,ENSMUSG00000032047
497,ENSMUSG00000053420
498,ENSMUSG00000022386
499,ENSMUSG00000006720
500,ENSMUSG00000026273
501,ENSMUSG00000032571
502,ENSMUSG00000105345
503,ENSMUSG00000033416
504,ENSMUSG00000074818
505,ENSMUSG00000032062
506,ENSMUSG00000031820
507,ENSMUSG00000022552
508,ENSMUSG00000109121
509,ENSMUSG00000114893
510,ENSMUSG00000057439
511,ENSMUSG00000092183
512,ENSMUSG00000105152
513,ENSMUSG00000035032
514,ENSMUSG00000050323
515,ENSMUSG00000035557
516,ENSMUSG00000110652
517,ENSMUSG00000020801
518,ENSMUSG00000097197
519,ENSMUSG00000053178
520,ENSMUSG00000022897
521,ENSMUSG00000108986
522,ENSMUSG00000049643
523,ENSMUSG00000069515
524,ENSMUSG00000085735
525,ENSMUSG00000025577
526,ENSMUSG00000028247
527,ENSMUSG00000024982
528,ENSMUSG00000010154
529,ENSMUSG00000074228
530,ENSMUSG00000025785
531,ENSMUSG00000070687
532,ENSMUSG00000106674
533,ENSMUSG00000031107
534,ENSMUSG00000003206
535,ENSMUSG00000030823
536,ENSMUSG00000021139
537,ENSMUSG00000113771
538,ENSMUSG00000031780
539,ENSMUSG00000003581
540,ENSMUSG00000090691
541,ENSMUSG00000033157
542,ENSMUSG00000107318
543,ENSMUSG00000046585
544,ENSMUSG00000068922
545,ENSMUSG00000087633
546,ENSMUSG00000029075
547,ENSMUSG00000078247
548,ENSMUSG00000034739
549,ENSMUSG00000021131
550,ENSMUSG00000009640
551,ENSMUSG00000029454
552,ENSMUSG00000111369
553,ENSMUSG00000041837
554,ENSMUSG00000005553
555,ENSMUSG00000045757
556,ENSMUSG00000031554
557,ENSMUSG00000061979
558,ENSMUSG00000040746
559,ENSMUSG00000073791
560,ENSMUSG00000038368
561,ENSMUSG00000036918
562,ENSMUSG00000021893
563,ENSMUSG00000114138
564,ENSMUSG00000112404
565,ENSMUSG00000044429
566,ENSMUSG00000109881
567,ENSMUSG00000035576
568,ENSMUSG00000063884
569,ENSMUSG00000015668
570,ENSMUSG00000058523
571,ENSMUSG00000030031
572,ENSMUSG00000001128
573,ENSMUSG00000109572
574,ENSMUSG00000056899
575,ENSMUSG00000050926
576,ENSMUSG00000029703
577,ENSMUSG00000038975
578,ENSMUSG00000064037
579,ENSMUSG00000064284
580,ENSMUSG00000022676
581,ENSMUSG00000025395
582,ENSMUSG00000098075
583,ENSMUSG00000056592
584,ENSMUSG00000098022
585,ENSMUSG00000097320
586,ENSMUSG00000074388
587,ENSMUSG00000024036
588,ENSMUSG00000036537
589,ENSMUSG00000044361
590,ENSMUSG00000014550
591,ENSMUSG00000066829
592,ENSMUSG00000102101
593,ENSMUSG00000038725
594,ENSMUSG00000020857
595,ENSMUSG00000033596
596,ENSMUSG00000114018
597,ENSMUSG00000074922
598,ENSMUSG00000086604
599,ENSMUSG00000030187
600,ENSMUSG00000067370
601,ENSMUSG00000105039
602,ENSMUSG00000028165
603,ENSMUSG00000097165
604,ENSMUSG00000073805
605,ENSMUSG00000026322
606,ENSMUSG00000024258
607,ENSMUSG00000033249
608,ENSMUSG00000107736
609,ENSMUSG00000026213
610,ENSMUSG00000073792
611,ENSMUSG00000038954
612,ENSMUSG00000096141
613,ENSMUSG00000025938
614,ENSMUSG00000031818
615,ENSMUSG00000074178
616,ENSMUSG00000045534
617,ENSMUSG00000035047
618,ENSMUSG00000022516
619,ENSMUSG00000049124
620,ENSMUSG00000091275
621,ENSMUSG00000028307
622,ENSMUSG00000027957
623,ENSMUSG00000020679
624,ENSMUSG00000069805
625,ENSMUSG00000009551
626,ENSMUSG00000019865
627,ENSMUSG00000038775
628,ENSMUSG00000004264
629,ENSMUSG00000087484
630,ENSMUSG00000027720
631,ENSMUSG00000034919
632,ENSMUSG00000029910
633,ENSMUSG00000067931
634,ENSMUSG00000096370
635,ENSMUSG00000014243
636,ENSMUSG00000005649
637,ENSMUSG00000033728
638,ENSMUSG00000085689
639,ENSMUSG00000002100
640,ENSMUSG00000090608
641,ENSMUSG00000097796
642,ENSMUSG00000069844
643,ENSMUSG00000096199
644,ENSMUSG00000020457
645,ENSMUSG00000116045
646,ENSMUSG00000057058
647,ENSMUSG00000004994
648,ENSMUSG00000021022
649,ENSMUSG00000028255
650,ENSMUSG00000033187
651,ENSMUSG00000033096
652,ENSMUSG00000039018
653,ENSMUSG00000084849
654,ENSMUSG00000021619
655,ENSMUSG00000015971
656,ENSMUSG00000051079
657,ENSMUSG00000052848
658,ENSMUSG00000055523
659,ENSMUSG00000039715
660,ENSMUSG00000069114
661,ENSMUSG00000030534
662,ENSMUSG00000052730
663,ENSMUSG00000047583
664,ENSMUSG00000000730
665,ENSMUSG00000113361
666,ENSMUSG00000026617
667,ENSMUSG00000073733
668,ENSMUSG00000074165
669,ENSMUSG00000057913
670,ENSMUSG00000027355
671,ENSMUSG00000031489
672,ENSMUSG00000027222
673,ENSMUSG00000040247
674,ENSMUSG00000037973
675,ENSMUSG00000016933
676,ENSMUSG00000097698
677,ENSMUSG00000020515
678,ENSMUSG00000038299
679,ENSMUSG00000004263
680,ENSMUSG00000049764
681,ENSMUSG00000041552
682,ENSMUSG00000035704
683,ENSMUSG00000040086
684,ENSMUSG00000014859
685,ENSMUSG00000005481
686,ENSMUSG00000042632
687,ENSMUSG00000039182
688,ENSMUSG00000035852
689,ENSMUSG00000029165
690,ENSMUSG00000045886
691,ENSMUSG00000090083
692,ENSMUSG00000113553
693,ENSMUSG00000112819
694,ENSMUSG00000059183
695,ENSMUSG00000034032
696,ENSMUSG00000109853
697,ENSMUSG00000111793
698,ENSMUSG00000022375
699,ENSMUSG00000024670
700,ENSMUSG00000046441
701,ENSMUSG00000024234
702,ENSMUSG00000044244
703,ENSMUSG00000041202
704,ENSMUSG00000035378
705,ENSMUSG00000086391
706,ENSMUSG00000022580
707,ENSMUSG00000110277
708,ENSMUSG00000026069
709,ENSMUSG00000022130
710,ENSMUSG00000028636
711,ENSMUSG00000047502
712,ENSMUSG00000090210
713,ENSMUSG00000015176
714,ENSMUSG00000025487
715,ENSMUSG00000099950
716,ENSMUSG00000020289
717,ENSMUSG00000040663
718,ENSMUSG00000037482
719,ENSMUSG00000020669
720,ENSMUSG00000040888
721,ENSMUSG00000026027
722,ENSMUSG00000040429
723,ENSMUSG00000022464
724,ENSMUSG00000108470
725,ENSMUSG00000006850
726,ENSMUSG00000035842
727,ENSMUSG00000024972
728,ENSMUSG00000063652
729,ENSMUSG00000026567
730,ENSMUSG00000038022
731,ENSMUSG00000037418
732,ENSMUSG00000074166
733,ENSMUSG00000030079
734,ENSMUSG00000035476
735,ENSMUSG00000097039
736,ENSMUSG00000040621
737,ENSMUSG00000098449
738,ENSMUSG00000030689
739,ENSMUSG00000024146
740,ENSMUSG00000021636
741,ENSMUSG00000028960
742,ENSMUSG00000021086
743,ENSMUSG00000041534
744,ENSMUSG00000097209
745,ENSMUSG00000042558
746,ENSMUSG00000097908
747,ENSMUSG00000097572
748,ENSMUSG00000043587
749,ENSMUSG00000022304
750,ENSMUSG00000097453
751,ENSMUSG00000028749
752,ENSMUSG00000087322
753,ENSMUSG00000079165
754,ENSMUSG00000091418
755,ENSMUSG00000006270
756,ENSMUSG00000014959
757,ENSMUSG00000033475
758,ENSMUSG00000113204
759,ENSMUSG00000072693
760,ENSMUSG00000070900
761,ENSMUSG00000035078
762,ENSMUSG00000070873
763,ENSMUSG00000047804
764,ENSMUSG00000049515
765,ENSMUSG00000047832
766,ENSMUSG00000032940
767,ENSMUSG00000090863
768,ENSMUSG00000097440
769,ENSMUSG00000056411
770,ENSMUSG00000053706
771,ENSMUSG00000029389
772,ENSMUSG00000036992
773,ENSMUSG00000067713
774,ENSMUSG00000111329
775,ENSMUSG00000030407
776,ENSMUSG00000039798
777,ENSMUSG00000002635
778,ENSMUSG00000110611
779,ENSMUSG00000053164
780,ENSMUSG00000042367
781,ENSMUSG00000085182
782,ENSMUSG00000066892
783,ENSMUSG00000028017
784,ENSMUSG00000096972
785,ENSMUSG00000040040
786,ENSMUSG00000084128
787,ENSMUSG00000007739
788,ENSMUSG00000024170
789,ENSMUSG00000023070
790,ENSMUSG00000057346
791,ENSMUSG00000034684
792,ENSMUSG00000109506
793,ENSMUSG00000026974
794,ENSMUSG00000027374
795,ENSMUSG00000116525
796,ENSMUSG00000003354
797,ENSMUSG00000020405
798,ENSMUSG00000096221
799,ENSMUSG00000025377
800,ENSMUSG00000071324
801,ENSMUSG00000037572
802,ENSMUSG00000021611
803,ENSMUSG00000034729
804,ENSMUSG00000030230
805,ENSMUSG00000099481
806,ENSMUSG00000111465
807,ENSMUSG00000094840
808,ENSMUSG00000030598
809,ENSMUSG00000024392
810,ENSMUSG00000035295
811,ENSMUSG00000039725
812,ENSMUSG00000048485
813,ENSMUSG00000040511
814,ENSMUSG00000039878
815,ENSMUSG00000097532
816,ENSMUSG00000029469
817,ENSMUSG00000074517
818,ENSMUSG00000086754
819,ENSMUSG00000115311
820,ENSMUSG00000013736
821,ENSMUSG00000101337
822,ENSMUSG00000034022
823,ENSMUSG00000018481
824,ENSMUSG00000097080
825,ENSMUSG00000021819
826,ENSMUSG00000047412
827,ENSMUSG00000027649
828,ENSMUSG00000114743
829,ENSMUSG00000074576
830,ENSMUSG00000030697
831,ENSMUSG00000024959
832,ENSMUSG00000044816
833,ENSMUSG00000060373
834,ENSMUSG00000062580
835,ENSMUSG00000042380
836,ENSMUSG00000056888
837,ENSMUSG00000047115
838,ENSMUSG00000113252
839,ENSMUSG00000049985
840,ENSMUSG00000085975
841,ENSMUSG00000022179
842,ENSMUSG00000074006
843,ENSMUSG00000094083
844,ENSMUSG00000042417
845,ENSMUSG00000026409
846,ENSMUSG00000031916
847,ENSMUSG00000033268
848,ENSMUSG00000023411
849,ENSMUSG00000027067
850,ENSMUSG00000097632
851,ENSMUSG00000051499
852,ENSMUSG00000041165
853,ENSMUSG00000086368
854,ENSMUSG00000054452
855,ENSMUSG00000022245
856,ENSMUSG00000030612
857,ENSMUSG00000097604
858,ENSMUSG00000013858
859,ENSMUSG00000073471
860,ENSMUSG00000036980
861,ENSMUSG00000000759
862,ENSMUSG00000028847
863,ENSMUSG00000106365
864,ENSMUSG00000038736
865,ENSMUSG00000100876
866,ENSMUSG00000053483
867,ENSMUSG00000020903
868,ENSMUSG00000110396
869,ENSMUSG00000103603
870,ENSMUSG00000032392
871,ENSMUSG00000026172
872,ENSMUSG00000043110
873,ENSMUSG00000073975
874,ENSMUSG00000029111
875,ENSMUSG00000049300
876,ENSMUSG00000093594
877,ENSMUSG00000053395
878,ENSMUSG00000044501
879,ENSMUSG00000020990
880,ENSMUSG00000028010
881,ENSMUSG00000034949
882,ENSMUSG00000074604
883,ENSMUSG00000090272
884,ENSMUSG00000063808
885,ENSMUSG00000042659
886,ENSMUSG00000097785
887,ENSMUSG00000006392
888,ENSMUSG00000020804
889,ENSMUSG00000099760
890,ENSMUSG00000021791
891,ENSMUSG00000089699
892,ENSMUSG00000034854
893,ENSMUSG00000033961
894,ENSMUSG00000024905
895,ENSMUSG00000053461
896,ENSMUSG00000055102
897,ENSMUSG00000021737
898,ENSMUSG00000039840
899,ENSMUSG00000091648
900,ENSMUSG00000025532
901,ENSMUSG00000024370
902,ENSMUSG00000073131
903,ENSMUSG00000101320
904,ENSMUSG00000023235
905,ENSMUSG00000030512
906,ENSMUSG00000085316
907,ENSMUSG00000024493
908,ENSMUSG00000101360
909,ENSMUSG00000055210
910,ENSMUSG00000114241
911,ENSMUSG00000003665
912,ENSMUSG00000036395
913,ENSMUSG00000090785
914,ENSMUSG00000032637
915,ENSMUSG00000020317
916,ENSMUSG00000019797
917,ENSMUSG00000023755
918,ENSMUSG00000113314
919,ENSMUSG00000036948
920,ENSMUSG00000097557
921,ENSMUSG00000024566
922,ENSMUSG00000092074
923,ENSMUSG00000103695
924,ENSMUSG00000036214
925,ENSMUSG00000111938
926,ENSMUSG00000026248
927,ENSMUSG00000078957
928,ENSMUSG00000022847
929,ENSMUSG00000105003
930,ENSMUSG00000091968
931,ENSMUSG00000087535
932,ENSMUSG00000008438
933,ENSMUSG00000002767
934,ENSMUSG00000075706
935,ENSMUSG00000034528
936,ENSMUSG00000037962
937,ENSMUSG00000027244
938,ENSMUSG00000021432
939,ENSMUSG00000097062
940,ENSMUSG00000026315
941,ENSMUSG00000025821
942,ENSMUSG00000111761
943,ENSMUSG00000047861
944,ENSMUSG00000032498
945,ENSMUSG00000091472
946,ENSMUSG00000002769
947,ENSMUSG00000070822
948,ENSMUSG00000034566
949,ENSMUSG00000105784
950,ENSMUSG00000030839
951,ENSMUSG00000034543
952,ENSMUSG00000019794
953,ENSMUSG00000050108
954,ENSMUSG00000114575
955,ENSMUSG00000036958
956,ENSMUSG00000071517
957,ENSMUSG00000027341
958,ENSMUSG00000061518
959,ENSMUSG00000062421
960,ENSMUSG00000047197
961,ENSMUSG00000070342
962,ENSMUSG00000039929
963,ENSMUSG00000049882
964,ENSMUSG00000048796
965,ENSMUSG00000017713
966,ENSMUSG00000057363
967,ENSMUSG00000026049
968,ENSMUSG00000078577
969,ENSMUSG00000074881
970,ENSMUSG00000040463
971,ENSMUSG00000073771
972,ENSMUSG00000028392
973,ENSMUSG00000027439
974,ENSMUSG00000115718
975,ENSMUSG00000025648
976,ENSMUSG00000004947
977,ENSMUSG00000097393
978,ENSMUSG00000026205
979,ENSMUSG00000039048
980,ENSMUSG00000021123
981,ENSMUSG00000006335
982,ENSMUSG00000003308
983,ENSMUSG00000109307
984,ENSMUSG00000048728
985,ENSMUSG00000086771
986,ENSMUSG00000006127
987,ENSMUSG00000031991
988,ENSMUSG00000002486
989,ENSMUSG00000020038
990,ENSMUSG00000017165
991,ENSMUSG00000033703
992,ENSMUSG00000020213
993,ENSMUSG00000024970
994,ENSMUSG00000031513
995,ENSMUSG00000073197
996,ENSMUSG00000053929
997,ENSMUSG00000075272
998,ENSMUSG00000107169
999,ENSMUSG00000034266
